PDB,dsx,glide,glideXP,rf_score,vina,MMGBSA,HMScore,HPScore,HSScore,average,Experimental
1a1e,-120.361,-8.21,-11.38,-8.4882147229,-5.66383,-71.2839696,-9.187314521,-8.151151229,-8.316937356,-8.551801035,-8.289306335
1gaf,-92.913,-9.64,-7.93,-6.8207756173,-6.0733,-75.3372691,-8.607063078,-8.275490824,-7.736685912,-8.206413271,-11.05240845
1gai,-185.585,-8.43,-16.83,-8.0754732614,-8.90339,-143.9113865,-10.40307945,-9.90572107,-9.601779838,-9.974798623,-11.05240845
1gj8,-120.762,-8.78,-9.62,-8.6648238641,-7.72998,-11.7773433,-8.703771652,-8.275490824,-8.786664715,-8.593247567,-9.615595348
1dy4,-107.342,-7.87,-8.97,-9.3895198631,-8.67726,-26.98141432,-9.380731669,-8.745218183,-8.759033694,-8.966266352,-6.023562603
1bdq,-191.949,-9.03,-8.79,-10.5154256471,-8.56402,-122.2004366,-11.49450478,-10.55505007,-10.96951538,-11.01096191,-8.759033694
1lyb,-212.586,-12.23,-13.13,-9.5790830458,-8.39308,-143.8312491,-12.37869746,-10.8589913,-11.39779621,-11.54976683,-15.77731306
1vwl,-171.009,-11.7,-10.37,-10.309159238,-8.80522,-125.1671929,-10.67938966,-9.532702285,-9.40836269,-9.878090049,-7.778132444
1ado,-51.411,-6.53,-7.5,-5.8744984194,-3.9531,-16.23060913,-6.341319346,-6.037378114,-5.871591987,-6.078824646,-8.289306335
1lyx,-51.541,-7.89,-6.06,-5.3691220603,-3.59658,-17.67527995,-7.114987937,-6.576183026,-6.520920983,-6.741969152,-6.272241793
1y0l,-102.01,-10.36,-10.27,-8.0210725941,-7.94293,-83.50380325,-8.42746144,-8.67614063,-8.054442655,-8.386014909,-12.4339595
1fdq,-139.404,-8,-9.67,-10.4039865972,-7.24814,-121.3558499,-9.974798623,-9.256392074,-8.565616546,-9.270207584,-10.04387618
2fgv,-228.686,-12.28,-11.34,-11.739059677,-11.25795,-136.2486742,-13.53920035,-11.78463051,-12.2958044,-12.54448359,-8.455092462
1gt1,-85.964,-8.56,-8.58,-8.4567408361,-9.40025,-59.74945,-9.505071264,-9.228761053,-8.42746144,-9.049159415,-8.289306335
1tys,-105.339,-11.56,-15.06,-6.6451884155,-9.54437,-77.47615551,-9.132052479,-8.441276951,-8.814295736,-8.800480225,-7.584715296
1o2w,-95.365,-7.09,-9.41,-8.7883228688,-6.21677,-20.55033356,-8.068258166,-7.722870402,-7.764316934,-7.847209997,-8.082073676
1qy1,-63.899,-6.92,-6.41,-7.688581456,-5.59078,-65.71332539,-7.239327532,-7.18406549,-7.087356916,-7.17024998,-9.007712884
1lkl,-134.749,-8.03,-11.06,-7.2157166713,-5.45807,-82.91831585,-8.17878225,-8.054442655,-7.778132444,-7.999180613,-8.026811634
1qy2,-56.613,-6.98,-6,-7.6393382343,-5.16362,-57.17423426,-7.087356916,-6.907755279,-6.907755279,-6.963017321,-7.93010306
1uwf,-76.04,-6.25,-8.51,-7.2618857798,-6.37329,-80.03040824,-7.971549592,-7.197881001,-7.142618958,-7.43274468,-9.422178201
1f0u,-157.297,-9.17,-10.04,-8.7299338741,-7.9549,-60.07384611,-10.30637088,-9.587964327,-9.256392074,-9.712303922,-9.89190556
1met,-220.721,-14.13,-15.47,-12.6826710568,-12.60829,-130.412218,-13.84314158,-12.18528031,-11.24582559,-12.42014399,-12.98657992
1alw,-50.679,-6.28,-5.66,-6.4212443593,-5.07386,-43.45594346,-7.18406549,-7.142618958,-6.838677726,-7.059725895,-9.007712884
2f5t,-141.878,-9.66,-19.53,-7.6174223434,-10.26456,-127.3985581,-9.878090049,-9.132052479,-9.132052479,-9.380731669,-7.142618959
1jlr,-143.699,-11.16,-12.29,-7.8178393002,-8.69393,-98.94788205,-9.17349901,-8.703771652,-8.524170014,-8.800480225,-4.600565016
1msm,-223.815,-12.52,-12.04,-12.2915920474,-12.50631,-152.293641,-13.06947299,-12.42014399,-12.54448359,-12.68263869,-14.47865506
2i3i,-163.218,-10.32,-12.26,-9.4335834327,-8.42248,-113.0549575,-10.34781741,-9.17349901,-9.601779838,-9.712303922,-10.08532271
2f2h,-162.267,-8.72,-10.61,-8.1188915083,-10.6108,-82.08733774,-10.55505007,-9.878090049,-9.518886774,-9.988614133,-7.874841018
3kiv,-36.536,-3.94,-5.91,-5.5962035008,-3.30913,-43.91609731,-6.589998536,-6.410396899,-6.023562603,-6.341319346,-6.493289962
1ppl,-192.413,-10.79,-7.32,-8.9656198129,-8.66515,-97.27951337,-12.30961991,-10.61031211,-10.88662232,-11.27345662,-11.81226153
1ppk,-159.718,-8.15,-2,-8.4563269204,-8.09709,-89.27605424,-10.87280681,-9.380731669,-10.08532271,-10.11295373,-10.58268109
2fqw,-115.805,-10.52,-9.41,-7.5100530649,-9.02593,-82.96480762,-8.565616546,-8.082073676,-8.012996124,-8.220228782,-9.228761053
1if8,-103.094,-6.7,-6.2,-9.4947501894,-6.56715,-67.0716365,-9.40836269,-8.123520208,-7.902472039,-8.482723483,-13.31815218
1r9l,-68.303,-9.16,-9.45,-7.7773501616,-4.34372,-22.78780189,-6.769600173,-6.479474452,-6.341319346,-6.534736494,-7.460375701
1hsh,-224.066,-12.04,-10.81,-10.2994901557,-11.21007,-150.6759523,-12.5582991,-11.770815,-11.67410642,-12.00567867,-13.01421095
1pph,-137.205,-9.6,-9.44,-9.1622207375,-8.16774,-80.25899556,-9.477440243,-8.855742268,-9.049159415,-9.132052479,-8.17878225
11gs,-157.042,-10.2,-11.37,-9.058589883,-6.9823,-127.5941654,-10.05769169,-9.1596835,-9.049159415,-9.422178201,-8.040627145
1r4w,-114.45,-9.15,-9.76,-7.9228855634,-6.12229,-80.50920166,-8.040627145,-7.764316934,-7.709054891,-7.833394486,-5.595281776
1uw6,-92.818,-5.06,-1.47,-8.3868468436,-6.7263,-45.58797729,-8.040627145,-7.888656529,-7.43274468,-7.791947955,-10.14058475
1e3v,-115.861,-7.62,-8.01,-10.3662703771,-8.61269,-88.93886654,-10.66557415,-9.850459028,-9.035343905,-9.850459028,-5.995931582
1px4,-56.387,-5.63,-7.1,-5.6060544203,-4.97504,-10.8897383,-7.971549592,-7.308405085,-7.377482638,-7.557084275,-4.46240991
3jdw,-69.274,-6.79,-8.21,-6.5497974406,-4.95763,-45.18041522,-6.714338131,-6.507105473,-6.465658941,-6.562367515,-4.973583801
2gh7,-119.964,-13.52,-15.76,-9.1089656094,-7.64171,-115.2897627,-8.703771652,-8.510354504,-8.16496674,-8.455092461,-17.96016373
2cex,-94.71,-9.13,-12.4,-8.0716470667,-7.31454,-67.47129068,-8.192597761,-7.66760836,-7.902472039,-7.93010306,-6.493289962
1g98,-79.732,-8.53,-14.08,-8.0374894618,-5.75843,-59.45869009,-8.303121845,-7.570899786,-7.557084275,-7.805763465,-7.874841018
1y6r,-123.125,-11.32,-12.31,-9.7803335942,-10.0018,-106.3217298,-9.187314521,-8.92481982,-8.620878588,-8.91100431,-13.96748117
1o2s,-88.055,-9.64,-9.74,-7.1843708967,-6.71949,-36.19957247,-8.386014909,-7.764316934,-7.902472039,-8.012996124,-7.557084275
1uj5,-74.833,-4.75,-9.17,-6.0872899233,-5.69421,-65.39552254,-7.543268765,-7.073541406,-6.949201811,-7.18406549,-4.21373072
2d1n,-206.938,-11.9,-16.75,-10.3555659686,-7.2071,-105.3121032,-9.988614133,-10.19584679,-9.878090049,-10.01624515,-11.2596411
1vkj,-159.638,-11.4,-17.17,-6.4156023159,-9.92621,-59.34411036,-10.09913822,-9.380731669,-9.366916158,-9.615595348,-6.700522621
1siv,-235.129,-12.92,-14.81,-9.4825534363,-8.9302,-150.505621,-11.99186316,-10.66557415,-10.91425334,-11.19056355,-11.16293253
2fwp,-83.17,-8.43,-9.14,-5.2440365107,-5.63073,-53.84184902,-7.446560191,-7.059725895,-7.073541406,-7.18406549,-4.034129083
1jqe,-120.329,-5.43,-6.12,-9.5592767649,-8.25062,-74.40615564,-10.40307945,-9.1596835,-8.92481982,-9.491255753,-8.897188799
1jqy,-120.084,-6.64,-12.13,-8.0325422202,-7.7175,-80.50134106,-9.560333306,-8.620878588,-8.234044293,-8.800480225,-6.797231195
2boh,-161.222,-6.17,-5.26,-10.4658796297,-9.80439,-57.47751293,-9.960983112,-9.601779838,-10.30637088,-9.947167602,-11.770815
1w5y,-268.639,-15.22,-14.7,-12.0512995459,-12.08834,-152.2367531,-13.66353994,-12.98657992,-12.28198889,-12.97276441,-11.71555295
1w5x,-266.512,-15.81,-15.08,-12.0908077614,-12.39318,-152.1951776,-13.15236605,-13.04184197,-12.35106644,-12.84842482,-11.60502887
1w5w,-274.557,-15.63,-15.22,-12.0664220037,-12.40733,-154.7034914,-13.30433667,-13.04184197,-12.40632848,-12.91750237,-12.15764929
1ulg,-42.434,-2.04,-6.88,-5.6214163574,-3.73209,-53.22765644,-6.355134857,-6.161717709,-6.092640156,-6.203164241,-5.816329945
2f34,-115.927,-8.54,-7.1,-8.3766124281,-7.71303,-83.6389419,-8.607063078,-8.026811634,-8.040627145,-8.220228782,-9.518886774
1agm,-186.39,-8.97,-17.83,-8.2868283146,-8.90498,-153.0487137,-10.51360353,-9.90572107,-9.574148817,-10.00242964,-16.57861267
1moq,-99.734,-8.38,-10.06,-7.7309610951,-6.48472,-49.49608,-8.441276951,-7.819578976,-7.805763465,-8.026811634,-4.780166653
2aqu,-231.206,-13.2,-11.41,-12.237751949,-9.9752,-147.2261843,-13.29052116,-11.61884438,-11.42542723,-12.11620276,-12.87605584
2b4l,-71.62,-8.45,-8.8,-7.4312150894,-4.82543,-49.469004,-6.880124258,-6.562367515,-6.43802792,-6.631445068,-6.589998536
1ow4,-98.03,-9.41,-9.63,-9.477604121,-9.45687,-78.51397244,-10.38926394,-9.739934943,-9.201130032,-9.781381475,-7.847209997
2bfr,-150.546,-10.59,-11.05,-7.0204611755,-7.19626,-59.61873114,-8.966266352,-8.468907972,-8.344568377,-8.593247567,-7.253143043
2bfq,-196.282,-12,-13.09,-7.5466246137,-9.21968,-93.80900032,-9.878090049,-9.587964327,-9.297838606,-9.587964327,-9.518886774
1o3k,-90.706,-9,-9.79,-7.500960815,-7.59446,-44.10049325,-8.593247567,-8.123520208,-8.455092461,-8.399830419,-9.353100648
1heg,-219.173,-12.94,-12.8,-10.8094287405,-9.52389,-131.6071589,-11.770815,-10.51360353,-10.83136028,-11.03859294,-10.69320517
1v2s,-68.301,-8.48,-8.17,-6.3565679856,-5.38933,-35.15852941,-7.018279363,-7.032094874,-7.266958553,-7.101172427,-5.761067903
1a4r,-130.917,-9.08,-9.5,-7.450965036,-7.88176,-46.99748996,-8.206413271,-7.874841018,-7.66760836,-7.91628755,-9.201130032
1k1m,-137.903,-9.59,-9.61,-10.1865425059,-8.70527,-77.31937389,-9.850459028,-9.076790437,-9.049159415,-9.325469627,-10.22347781
1k1l,-134.919,-9.65,-10.69,-9.9811568205,-7.78948,-73.51174424,-9.698488412,-8.814295736,-8.786664715,-9.104421458,-9.532702285
1k1j,-150.599,-8.87,-10.83,-11.2269431464,-8.06887,-82.65390163,-10.23729332,-9.104421458,-8.897188799,-9.422178201,-10.43071047
1k1i,-148.669,-10.38,-10.59,-11.0148468467,-8.75578,-78.24887009,-10.69320517,-9.311654116,-9.353100648,-9.781381475,-9.090605947
1o2q,-130.321,-8.97,-9.39,-7.7504053604,-8.45165,-42.11324549,-9.518886774,-9.021528394,-9.518886774,-9.353100648,-10.61031211
1q91,-147.953,-11.06,-12.95,-8.160247552,-9.8165,-76.72260537,-9.449809222,-9.104421458,-9.104421458,-9.214945542,-5.733436882
2bo4,-60.153,-8.85,-9.71,-6.4716030636,-4.68971,-36.33423765,-7.197881001,-6.9353863,-6.838677726,-6.990648342,-6.368950367
1o2x,-93.423,-7.45,-9.07,-8.7806119718,-6.32399,-18.62676007,-8.234044293,-7.805763465,-7.888656529,-7.971549592,-8.082073676
1fkh,-142.679,-8.16,-8.55,-9.3307810983,-8.09901,-103.4678542,-11.10767049,-9.449809222,-9.118236968,-9.89190556,-11.2596411
1swr,-122.154,-14.16,-17.87,-8.9657696845,-7.65493,-120.4565199,-8.759033694,-8.482723483,-8.192597761,-8.482723483,-9.560333306
1o2n,-112.163,-8.29,-9.95,-9.1053489254,-8.82707,-36.87322569,-9.726119433,-8.897188799,-9.297838606,-9.311654116,-8.41364593
1mfi,-84.271,-7.96,-8.92,-6.5200601384,-7.85104,-76.14022364,-8.482723483,-8.316937356,-7.750501423,-8.17878225,-7.722870402
1koj,-78.803,-5.65,-14.43,-7.699155134,-6.67161,-59.69832864,-8.524170014,-7.750501423,-7.764316934,-8.012996124,-9.256392074
1o2j,-105.661,-7.14,-9.2,-8.7539673022,-7.08959,-33.17328895,-8.537985525,-8.234044293,-8.607063078,-8.455092461,-9.560333306
1o2k,-116.522,-8.51,-9.71,-8.5656307081,-7.64858,-27.67838483,-8.717587162,-8.372199398,-8.67614063,-8.593247567,-9.560333306
1fkf,-193.741,-10.87,-13.59,-9.5914289842,-11.8031,-138.2518721,-13.35959871,-10.87280681,-10.472157,-11.56358234,-12.98657992
1fkg,-140.129,-8.98,-9.75,-9.3135130917,-7.95229,-101.3696856,-10.81754477,-9.339285137,-9.090605947,-9.739934943,-11.05240845
2fzz,-201.524,-9.32,-8.56,-12.201269156,-12.6504,-53.97729104,-11.770815,-11.46687376,-10.65175864,-11.30108764,-14.53391711
2dri,-74.245,-6.94,-9.57,-6.4143658848,-6.93447,-64.10773105,-8.275490824,-7.41892917,-7.543268765,-7.750501423,-9.518886774
2h4k,-97.289,-8.04,-9.55,-7.2513552448,-6.83741,-75.63244941,-9.339285137,-7.957734081,-7.819578976,-8.372199398,-7.584715296
1m1b,-34.776,-7.78,-6.73,-8.0650791172,-4.68614,4.534727659,-7.488006722,-6.824862216,-6.852493237,-7.059725895,-6.43802792
1bwa,-280.692,-16.12,-15.18,-11.3431034439,-13.0746,-160.1878965,-14.42339302,-13.0832885,-12.54448359,-13.3457832,-10.49978802
1bwb,-302.379,-17.68,-15.94,-10.6497195717,-14.87144,-165.4122767,-15.26613917,-14.36813098,-14.1332673,-14.58917915,-11.63265989
1xbo,-146.083,-11.02,-15.92,-7.8331241419,-9.48787,-102.5069844,-11.08003947,-9.947167602,-9.270207584,-10.09913822,-8.344568377
2fzk,-85.16,-7.24,-12.25,-7.7506779942,-7.01494,-49.7854872,-8.897188799,-8.441276951,-8.496538993,-8.607063078,-4.973583801
1gyy,-69.104,-6.69,-9.14,-7.0222041416,-6.02393,-58.32609263,-8.012996124,-7.294589575,-7.101172427,-7.474191212,-5.028845843
1gyx,-57.004,-8.02,-9.27,-6.4865125223,-5.28702,-48.63203047,-7.861025507,-7.142618958,-6.949201811,-7.322220596,-3.426246618
1n4h,-128.52,-10.14,-14.29,-10.9601238673,-10.03993,-126.1247682,-10.27873986,-10.58268109,-10.51360353,-10.45834149,-9.049159416
1kzk,-223.013,-12.47,-11.18,-12.219453438,-12.5992,-157.409399,-13.26289014,-12.36488195,-12.61356114,-12.75171625,-14.35431547
2fzg,-112.416,-5.05,-11.36,-7.4104004889,-7.00403,-88.58871199,-9.256392074,-8.496538993,-8.841926757,-8.869557778,-4.669642569
8abp,-62.977,-7.14,-8.88,-6.738494773,-6.95264,-68.72303222,-7.805763465,-7.239327532,-7.225512022,-7.43274468,-11.05240845
1nw4,-105.662,-8.95,-8.42,-10.5562247136,-8.94419,-75.94527501,-8.068258166,-7.902472039,-7.66760836,-7.874841018,-12.53066808
1bxq,-185.648,-11.7,-7.56,-9.0006035385,-8.5934,-102.140184,-11.75699948,-10.55505007,-10.67938966,-10.9971464,-10.19584679
1add,-106.105,-7.4,-8.39,-9.8407776443,-7.77067,-28.93103731,-8.234044293,-8.040627145,-7.93010306,-8.068258166,-9.311654116
1lgw,-58.961,-6.94,-6.3,-6.3812006223,-5.8743,-44.16921928,-7.294589575,-7.17024998,-6.866308747,-7.114987937,-5.526204223
1lgt,-76.494,-7.99,-9.15,-8.5815453462,-8.4686,-62.41848417,-9.284023095,-8.441276951,-8.455092461,-8.731402673,-8.42746144
1v0l,-88.531,-5.7,-7.6,-6.8631846028,-6.20934,-32.13739599,-7.612346317,-7.197881001,-7.073541406,-7.294589575,-10.43071047
2f6t,-117.319,-9.29,-8.86,-7.9683734061,-8.36022,-81.25281052,-9.726119433,-8.814295736,-8.841926757,-9.132052479,-6.382765878
1x8j,-114.75,-7.9,-8.37,-10.1978208342,-9.87508,-87.22701676,-10.16821577,-9.643226369,-9.256392074,-9.698488412,-9.615595348
1x8d,-62.425,-7.5,-8.72,-6.4122308992,-5.17796,-57.63998431,-7.515637744,-6.976832832,-7.114987937,-7.197881001,-3.053227833
1oyq,-148.752,-10.04,-11.6,-10.5156622856,-8.13903,-84.88527653,-9.297838606,-9.228761053,-8.980081863,-9.17349901,-9.615595348
1xq0,-87.72,-5.78,-5.37,-9.4671541931,-6.29318,-59.43232819,-9.201130032,-7.653792849,-7.805763465,-8.220228782,-8.759033694
1x8t,-124.112,-10.95,-15.23,-7.8947865077,-8.20971,-102.8363699,-10.38926394,-9.339285137,-9.505071264,-9.739934943,-10.77609824
1x8r,-125.157,-9.85,-14.55,-7.8487651999,-8.74906,-93.08753812,-10.51360353,-9.380731669,-9.587964327,-9.822828007,-8.455092462
1o3i,-92.243,-7.95,-9.09,-8.1633139442,-7.53094,-22.62226999,-8.703771652,-8.16496674,-8.441276951,-8.441276951,-10.08532271
1bap,-50.592,-7.31,-8.25,-6.1638696138,-6.02419,-56.77215884,-7.501822233,-6.9353863,-6.9353863,-7.128803448,-9.463624732
1hwr,-162.244,-8.03,-8.45,-9.752120433,-8.8644,-97.46644874,-10.88662232,-9.297838606,-9.40836269,-9.864274538,-11.50832029
1sbg,-199.257,-10.29,-9.89,-10.8043198046,-10.18593,-130.395973,-12.57211461,-11.14911702,-11.43924274,-11.72936846,-10.69320517
1nwl,-85.621,-4.73,-5.04,-8.6725385979,-5.26208,-66.70024367,-7.874841018,-7.501822233,-7.266958553,-7.543268765,-3.301907023
1o2z,-128.275,-8.03,-9.23,-10.2476264071,-7.46017,-1.964437069,-8.814295736,-8.772849204,-8.814295736,-8.800480225,-8.441276951
1x38,-108.35,-8.53,-10.14,-9.2131024251,-8.16048,-42.66116462,-9.145867989,-8.717587162,-8.67614063,-8.841926757,-12.11620276
1x39,-116.201,-8.78,-10.65,-9.1475526531,-8.17179,-46.43021706,-8.897188799,-8.593247567,-8.731402673,-8.745218183,-12.73790073
1i00,-102.707,-5.17,-6.3,-9.291650995,-6.51486,-58.10739712,-8.482723483,-7.943918571,-7.888656529,-8.109704698,-8.759033694
2hxm,-121.476,-10.95,-11.25,-8.5163600384,-7.69782,-87.34532713,-8.579432057,-8.234044293,-8.372199398,-8.399830419,-7.211696511
1v2u,-68.052,-8.2,-8.73,-6.4496265016,-5.3901,-36.22646765,-7.073541406,-7.101172427,-7.349851617,-7.17024998,-4.655827058
2bpv,-223.845,-11.72,-10.82,-10.7524791387,-10.53514,-151.0423863,-11.89515459,-11.43924274,-11.60502887,-11.6464754,-10.5964966
1jn2,-75.356,-3.38,-2.73,-6.5906186908,-4.65635,-24.4172232,-8.358383888,-7.460375701,-7.584715296,-7.805763465,-5.650543818
1bai,-286.705,-14.34,-11.28,-10.2137021411,-8.88069,-178.3262166,-13.12473503,-12.32343542,-12.32343542,-12.58593012,-10.63794313
1tkb,-132.872,-11.33,-9.44,-8.577332691,-9.69271,-66.1774607,-9.864274538,-9.767565964,-9.491255753,-9.712303922,-11.05240845
2izl,-110.444,-9.75,-12.11,-8.4612309231,-7.71988,-115.1918016,-8.537985525,-8.468907972,-8.068258166,-8.358383888,-8.289306335
1jn4,-168.891,-10.54,-13.82,-8.1243206482,-8.64404,-91.28939182,-9.104421458,-8.883373289,-8.593247567,-8.855742268,-6.838677726
2ez7,-31.87,-4.52,-3.07,-6.7573942027,-3.4089,-21.47352393,-6.065009135,-5.857776477,-5.733436882,-5.885407498,-6.023562603
1qka,-202.174,-11.63,-17.98,-8.8198422353,-9.09347,-136.3994107,-10.45834149,-10.22347781,-9.781381475,-10.15440026,-8.17878225
1b51,-169.693,-11.34,-16.85,-7.1702405701,-7.39622,-89.25685782,-9.284023095,-9.076790437,-8.745218183,-9.035343905,-10.18203128
1ssq,-40.042,-5.85,-8.03,-7.7951365391,-3.77518,-37.05305498,-6.230795262,-6.009747093,-6.18934873,-6.147902198,-8.289306335
1awi,-223.718,-14.03,-13.75,-8.9532404299,-12.14964,-163.5315085,-13.38722973,-10.95569987,-11.54976683,-11.96423214,-5.595281776
1b05,-179.149,-10,-14.05,-9.6123392628,-7.77113,-57.47582241,-9.781381475,-9.477440243,-9.477440243,-9.574148817,-9.836643517
1b32,-188.81,-11.29,-14.83,-10.1046943557,-8.14331,-80.43471779,-9.974798623,-9.726119433,-9.40836269,-9.698488412,-9.809012496
2a4m,-54.894,-5.84,-3.22,-7.5441807773,-5.46716,-31.99193504,-7.584715296,-7.225512022,-7.239327532,-7.349851617,-6.244610772
1b74,-54.593,-5.28,-6.32,-6.5968684872,-4.18437,-34.97520408,-6.548552004,-6.424212409,-6.341319346,-6.43802792,-1.796016373
1fo0,-313.693,-19.34,-22.88,-9.3174413786,-12.37377,-242.4720224,-15.8325751,-15.01745998,-15.19706161,-15.34903223,-7.722870402
2i3h,-176.404,-11.51,-13.49,-9.0655535987,-8.28223,-114.1692435,-10.69320517,-9.270207584,-9.505071264,-9.822828007,-10.22347781
1qaw,-97.131,-9.24,-7.13,-7.4095008512,-8.2099,-59.11707387,-9.17349901,-8.247859803,-8.330752866,-8.579432057,-7.073541406
1b5j,-182.424,-11.81,-16.7,-7.8231427348,-9.1477,-80.71879261,-10.05769169,-9.988614133,-9.601779838,-9.878090049,-10.26492434
1wdn,-87.862,-9.44,-13.13,-7.4931790341,-6.23718,-65.35710653,-7.639977339,-7.349851617,-7.225512022,-7.405113659,-8.703771652
2olb,-198.902,-11.3,-17.19,-9.2079713588,-7.97653,-106.3985791,-9.822828007,-9.90572107,-9.463624732,-9.726119433,-7.653792849
1laf,-97.062,-8.1,-4.61,-7.6078599181,-6.61072,-100.5226362,-8.16496674,-7.68142387,-7.529453254,-7.791947955,-10.84517579
1lag,-81.246,-8.62,-4.96,-8.1744677325,-5.05793,-47.44728082,-7.653792849,-7.211696511,-7.211696511,-7.363667127,-8.703771652
2bsu,-252.981,-15.26,-18.04,-8.7873534893,-9.23912,-206.4481994,-13.51156933,-12.28198889,-12.30961991,-12.6964542,-7.819578976
1b40,-202.997,-12.17,-17,-9.44511152,-9.40293,-110.3818426,-10.5964966,-10.76228272,-10.38926394,-10.58268109,-10.05769169
1b3f,-188.664,-11.7,-15.22,-9.1314822375,-8.28762,-66.64895704,-9.726119433,-9.836643517,-9.353100648,-9.643226369,-9.518886774
1b3g,-187.015,-9.84,-14.61,-9.7986603543,-8.05621,-69.27525879,-10.14058475,-9.712303922,-9.601779838,-9.822828007,-9.256392074
1b46,-185.333,-10.62,-15.88,-9.6669442721,-8.13891,-101.276877,-9.767565964,-9.532702285,-9.270207584,-9.518886774,-7.294589575
1b3l,-153.009,-10.55,-15.09,-8.5413583582,-7.01069,-76.93815355,-8.786664715,-8.689956141,-8.303121845,-8.593247567,-8.137335719
1b3h,-208.534,-11.59,-14.97,-9.4447099492,-9.41984,-61.85372151,-10.70702068,-10.88662232,-10.52741905,-10.70702068,-8.579432057
1b58,-207.91,-12.6,-15.51,-8.8693446379,-9.83048,-94.28163944,-11.17674804,-11.05240845,-10.69320517,-10.96951538,-9.104421458
1jet,-167.589,-10.92,-15.3,-8.2782724846,-8.02818,-87.57973877,-9.422178201,-9.132052479,-9.021528394,-9.187314521,-10.01624515
1jeu,-186.282,-10.61,-16.04,-7.7236184006,-8.39399,-92.83075773,-9.974798623,-9.933352091,-9.518886774,-9.809012496,-9.422178201
1b5i,-178.49,-10.16,-16.18,-7.5405762018,-8.3973,-96.23411176,-9.643226369,-9.560333306,-9.228761053,-9.477440243,-9.739934943
1jq8,-140.04,-6.95,-5.08,-10.5368601046,-7.0982,-56.0723982,-9.947167602,-9.228761053,-8.980081863,-9.380731669,-8.289306335
1utc,-194.143,-14.99,-16.16,-10.2899231117,-8.92232,-161.6136063,-13.09710401,-11.46687376,-11.50832029,-12.01949419,-6.286057304
1jev,-221.987,-11.96,-16.94,-8.4720480527,-9.52947,-103.7684591,-10.94188436,-11.30108764,-10.81754477,-11.02477743,-9.518886774
