ID,Lig_Strain_Energy,MMGBSA_dG_Bind_Coulomb,MMGBSA_dG_Bind_Covalent,MMGBSA_dG_Bind_Hbond,MMGBSA_dG_Bind_Lipo,MMGBSA_dG_Bind_Packing,MMGBSA_dG_Bind_Solv_GB,MMGBSA_dG_Bind_vdW,2.5_contacts,4.0_contacts,H_B_ligand,H_B_receptor,backbone_alpha,backbone_beta,backbone_other,hydrophobic,pi-cation,pi-pi,pi-t,rotable_bonds,salt_bridge,sidechain_alpha,sidechain_beta,sidechain_other,Exp_energy
1qiw,8.986363569,-336.1367707,2.035628589,-1.188600083,-87.61029846,-0.989278929,329.3576524,-66.65344632,5,234,23,0,2,0,4,0,0,2,44,19,1,188,16,8,-10.69320517
1qka,11.88509159,-280.3625587,7.078101763,-12.85252999,-18.76568178,-0.593842892,238.5473868,-69.45028579,26,549,2,42,10,4,57,0,0,0,35,20,3,108,192,174,-8.17878225
1qpb,0.97058772,-15.69065398,0.47911037,-5.603077402,-3.40982584,0,14.19090342,-14.48535581,4,80,0,0,1,1,11,0,0,0,4,1,0,25,0,48,-1.878909436
1qxk,16.12096432,-73.32001883,3.972172916,-9.608052073,-35.21294313,-0.745719882,76.26574558,-57.51740622,19,346,11,0,3,11,14,0,1,0,38,17,1,131,1,208,-6.976832832
1qy1,0.644663981,-7.213287122,0.720070402,-0.234363403,-33.12586725,-0.145504446,5.750168825,-31.46454235,1,118,0,0,0,1,4,0,0,1,19,3,0,0,102,13,-9.007712884
1qy2,0.269419161,-6.765001906,0.361084218,-0.228851564,-27.46049726,-0.100131839,5.481379045,-28.46221497,1,93,0,0,0,1,2,0,0,0,10,2,0,0,78,14,-7.93010306
1r1h,13.45616645,105.1510503,8.432131283,-4.502464231,-44.22425867,-1.772261995,-46.78391609,-56.34290498,11,291,3,15,2,4,0,2,0,2,33,10,6,163,39,82,-12.32343542
1r1j,9.528169556,257.655721,6.545568855,-5.675174341,-28.62598301,-1.040976068,-189.4845276,-44.42201322,10,226,1,10,2,5,0,1,0,1,33,9,2,111,28,86,-11.93660112
1r4w,2.383954698,-78.72063818,-2.226991035,-6.592997549,-19.89874287,0,69.49755355,-42.56738556,13,259,0,19,3,5,6,0,0,0,13,11,5,97,53,97,-5.595281776
1r6n,6.896485802,21.45185206,-5.217263402,-1.820873795,-29.5438431,-5.693885033,-12.72009726,-45.29908747,4,207,0,0,0,3,16,0,2,0,36,5,0,64,0,131,-10.22347781
1r9l,1.788853712,24.82869339,0.962069336,-0.880562179,-23.94818647,0,1.511490758,-25.26130672,5,102,9,0,0,3,2,2,0,0,16,2,1,40,16,40,-7.460375701
1rbo,6.702316935,-316.8252663,0.778357799,-24.87558388,-10.28694903,0,296.9372941,-32.72483697,33,335,8,6,1,15,16,0,0,0,2,12,8,14,146,178,-17.57332943
1rbp,2.15648889,-1.965459028,1.537295222,-0.008775548,-96.65405203,0,17.21318939,-63.398753,3,233,0,3,0,0,4,0,0,0,38,6,0,0,201,28,-9.284023095
1rd4,4.374789955,-1.768108388,0.875164817,-0.002816369,-54.03369506,-0.7441015,14.24744906,-66.27901074,1,260,2,3,0,0,6,0,1,1,39,7,0,89,155,6,-10.69320517
1rdi,5.802614938,-17.713425,-0.821391138,-1.868122648,-3.765317087,0,30.60592941,-11.57569411,7,78,0,2,0,2,6,0,0,0,3,4,0,0,41,36,-2.845995175
1rdj,6.309737269,-25.17275574,1.482232906,-1.964494766,-2.748891203,0,31.51242171,-10.61376102,7,71,0,2,0,1,6,0,0,0,4,4,0,0,43,27,-2.293374753
1rdl,-0.572127517,-38.3529005,0.821366355,-2.132305105,-3.283843981,0,34.33662615,-9.405187271,7,75,0,3,1,1,6,0,0,0,4,6,0,0,41,32,-3.094674365
1rdn,8.864356473,-27.31155123,-1.031196197,-2.528870785,-5.330517027,0,37.14903137,-16.01672947,5,87,0,4,1,0,6,0,0,0,6,6,0,0,45,37,-2.542053943
1rgk,10.04799157,-40.85707524,4.849072286,-12.90974041,-4.41654256,-5.315182665,31.07638108,-24.72145749,13,197,0,0,2,8,13,1,2,0,10,7,3,0,79,118,-5.954485051
1rgl,2.884404145,-44.12135805,1.772974003,-11.10551057,-4.442819825,-3.621439721,37.55207944,-26.44877245,14,206,0,0,1,7,19,1,3,0,13,7,3,0,86,115,-6.120271177
1rpj,6.633576579,-67.01457421,0.406862625,-8.609162386,-16.96354898,0,27.61517213,-19.80409084,19,244,0,1,6,7,1,0,0,0,16,6,0,91,97,73,-8.952450842
1rql,1.091837834,81.40605288,0.379729157,-4.74916086,-9.59359171,0,-44.59988178,-18.82390852,5,108,0,5,0,4,11,0,0,0,12,1,3,12,25,60,-3.799265403
1rzx,7.489782148,-110.9377512,2.602138755,-9.469839232,-51.09248673,0,89.05871933,-56.59060042,14,290,1,37,3,10,13,0,0,0,29,26,3,91,128,34,-5.664359329
1s63,6.141614482,-21.94623674,4.224023649,-0.126755406,-21.87503174,-1.322571715,62.09480378,-35.43636035,2,81,0,0,0,1,0,1,0,4,17,5,0,75,5,3,-12.50303706
1sbg,8.302038524,-27.02784906,3.695220164,-1.903976562,-71.06525739,-1.461971964,46.87079427,-79.50293247,7,319,0,11,4,1,53,0,0,0,37,15,0,0,71,191,-10.69320517
1sc8,11.92240553,-257.9000939,5.753819926,-7.652101256,-27.85859531,-0.004033407,264.8584001,-47.77242202,14,301,0,31,5,3,86,0,0,0,14,13,0,0,53,145,-10.27873986
1sdt,12.68078172,-24.68421838,1.768978087,-3.67251167,-78.96870381,-0.521693207,54.46788017,-90.60789419,11,358,0,17,3,3,30,0,0,0,43,14,2,0,113,209,-12.80697829
1sdu,13.24139249,-24.28085639,2.475850323,-3.501158368,-78.96211254,-1.074907767,53.47864752,-88.59884734,9,353,0,14,3,2,32,0,0,0,43,14,2,0,107,209,-13.91221913
1sdv,12.53796087,-24.02328688,1.943011029,-3.652057979,-76.32390836,-0.465803797,55.60344592,-90.31844818,10,351,0,18,3,2,35,0,0,0,36,14,2,0,109,199,-12.07475623
1sgu,13.0511524,-23.94029042,-0.372543929,-3.685059054,-71.18716607,-0.111431582,51.60215484,-82.63812002,9,345,0,11,3,2,32,0,0,0,50,14,2,0,108,203,-7.41892917
1sh9,15.49946512,-39.52723471,5.806289802,-2.299863102,-72.28387499,-0.948471118,54.47728331,-91.12009794,11,343,0,22,3,2,44,0,0,0,35,19,0,0,111,177,-8.330752867
1siv,7.390788044,-65.81403616,5.838573977,-4.531854122,-65.60025423,-0.613880209,59.8024284,-79.58659863,14,365,0,27,7,5,38,0,0,0,28,19,2,0,107,207,-11.16293253
1sld,14.15541272,-50.93915956,3.3055434,-5.506723993,-48.01886928,-0.888159267,30.27750116,-66.30474311,9,349,0,11,2,6,1,0,1,1,46,9,0,0,270,76,-9.076790437
1sle,19.93487893,-52.40763938,9.55795858,-1.626439511,-40.47256607,-0.694235018,39.36455583,-60.30426789,9,314,0,2,0,5,10,0,0,1,34,7,0,0,212,99,-8.524170014
1sqo,8.532741922,-194.2451907,7.468087023,-7.766809145,-21.32410272,-0.863953408,227.7800149,-38.91882871,8,206,0,16,5,0,56,0,0,0,11,4,0,0,26,116,-10.30637088
1sqt,5.55026306,-227.8771213,3.398177705,-7.09820464,-29.69836885,-0.362145046,237.4898698,-42.33848225,8,220,0,18,4,0,59,0,0,0,13,5,0,0,25,126,-8.565616546
1ssq,0.529907691,-12.86196708,0.650525815,-3.594254042,-4.9765347,0,0.618452328,-16.88927725,12,106,0,6,2,2,0,0,0,0,3,4,0,0,47,65,-8.289306335
1str,12.04572396,-61.78472804,1.440801547,-4.765937194,-33.31613221,-0.375380491,34.00244054,-56.98402804,14,356,0,10,2,7,1,0,0,1,27,22,0,0,250,109,-6.589998536
1sts,34.24541827,-60.37806734,11.33279477,-7.24032953,-38.10308975,-1.539351611,42.38669096,-68.44538338,17,470,0,4,6,5,24,0,0,1,42,26,0,0,282,177,-6.907755279
1sw2,0.439392116,22.40219542,0.052400521,-2.000460981,-19.62509235,0,-19.9559834,-27.21388488,3,90,0,4,0,3,0,4,0,0,22,2,3,14,40,35,-9.974798623
1swr,1.101437293,-73.20887715,0.93536179,-6.987239586,-45.77926105,0,44.53887576,-39.95537958,12,247,0,1,2,7,8,0,0,0,25,5,1,0,154,96,-9.560333306
1syi,3.893430872,-53.76748763,2.639939745,-4.861535254,-27.48886118,-0.010419833,24.56467522,-35.46814976,19,282,7,27,4,7,4,1,0,0,25,4,2,74,124,65,-7.515637744
1t31,4.978377651,-155.9975193,0.293490432,-9.18786402,-35.80716456,-5.493583587,170.8777544,-54.93238374,8,291,0,18,0,5,24,1,1,0,42,7,3,0,66,191,-11.93660112
1t32,4.629088146,-218.5160397,-0.013245589,-5.088529187,-38.76457533,-6.433133898,247.1164697,-60.6949578,7,302,2,15,0,3,14,1,2,0,47,7,2,25,55,198,-10.25110883
1t7j,8.195169522,-3.534866732,3.386108302,-2.897929119,-60.85606593,-0.00000311,12.87318948,-74.83873188,12,358,0,21,3,4,42,0,0,0,30,14,0,0,119,188,-12.01949419
1tcw,15.89891222,-17.72337629,5.246602691,-1.648765211,-33.65994139,-0.406245564,30.07357152,-47.57981594,6,199,0,22,2,3,16,0,0,0,20,15,0,0,83,84,-8.316937356
1tcx,7.713006668,-32.69571315,2.227278295,-2.005614618,-72.41030036,-0.985137207,49.68068853,-78.73567459,5,337,0,12,4,1,49,0,0,0,41,15,0,0,94,187,-9.601779838
1thz,3.427921614,-155.2961129,3.66441617,-9.422437124,-22.93207215,-1.145786349,167.4237338,-48.38043381,8,278,7,0,1,6,8,0,1,0,29,6,3,86,11,174,-7.114987937
1tkb,9.318269282,159.7558962,3.669081559,-5.370548552,-44.98845083,-2.11028112,-119.6567134,-57.47644455,13,331,0,5,1,7,40,0,1,0,38,9,4,45,9,245,-11.05240845
1tng,0.917435797,-99.31368039,0.865635675,-1.456544496,-25.17784025,0,116.6398778,-20.3246324,5,112,0,7,2,0,37,0,0,0,8,2,1,0,14,59,-4.047944594
1tnh,0.7598172,-77.30088891,0.640790637,-1.482661888,-15.43349361,0,95.48717187,-18.25174464,8,125,0,3,3,0,49,0,0,0,13,2,1,0,13,68,-4.655827058
1tni,1.037510895,-92.08807539,0.805179075,-1.458326894,-19.31600365,0,118.9496519,-20.61652531,6,96,0,7,3,0,38,0,0,0,5,5,1,2,10,45,-5.526204223
1tnj,2.213844409,-101.0383668,1.321867833,-1.660929707,-18.67192664,-2.7E-010,124.1367564,-18.29243703,6,128,0,18,4,0,45,0,0,0,8,3,1,5,8,58,-2.707840069
1tnk,4.05898087,-96.99407686,3.645115309,-0.951167481,-21.00404219,-0.0000362,122.3712177,-23.38288015,7,126,0,11,3,0,49,0,0,0,11,4,1,2,12,59,-2.058511073
1tnl,1.167743651,-100.4833758,1.035534634,-1.726306885,-20.8034492,-0.000000976,113.320034,-22.89404491,7,123,0,7,4,0,49,0,0,0,8,2,1,1,10,63,-2.597315985
1tsl,1.931520888,-16.92390522,1.526016474,-0.873380869,-27.07480399,-3.725507956,27.36189892,-34.08019955,4,125,0,10,1,0,7,0,1,1,21,4,0,70,14,28,-8.496538993
1tvo,4.60674421,72.98825234,0.871382273,-2.222052473,-23.67307659,-1.43966953,-71.42089205,-47.52426972,7,277,0,26,3,2,2,0,0,0,29,3,0,4,228,24,-9.463624732
1tx7,4.470147788,-162.9390307,1.927614353,-10.09055551,-14.12928002,0,164.0608682,-26.1252305,9,198,0,13,4,2,66,0,0,0,14,3,1,0,31,97,-6.355134857
1tys,2.94220178,-32.38120951,1.686127367,-19.21552068,-16.87857836,-0.00000375,20.48210552,-31.16907607,20,275,4,11,2,12,0,0,0,0,7,5,4,22,101,157,-7.584715296
1u1w,2.474525976,-24.03974896,1.302457098,-9.197534536,-14.49329234,-0.0000796,20.16910075,-26.25900488,12,224,10,6,1,7,20,0,0,0,16,3,2,39,84,77,-8.082073676
1ua4,4.533147684,9.949469868,0.110531679,-8.470124074,-19.24587468,-1.463113759,8.506011182,-48.25508696,10,289,12,4,1,6,19,0,0,0,15,7,1,70,94,100,-5.830145456
1ucn,11.06223394,-17.2614113,2.893608871,-15.06175782,-15.75255233,-10.92337827,35.33668888,-41.15267435,16,282,0,2,2,7,10,0,4,0,28,9,2,103,39,144,-7.211696511
1ugx,15.09921052,-26.10210665,-0.228305037,-3.953688418,-25.24233124,0,25.02686752,-34.70311158,13,210,0,21,3,2,18,0,0,0,20,12,0,0,103,81,-8.16496674
1ui0,1.14379911,-17.24560867,0.936588827,-1.166608763,-6.26604239,-1.178678848,6.500413093,-19.72225947,8,124,0,7,1,2,20,0,1,0,9,0,0,8,54,43,-9.753750454
1uj5,6.837160375,-54.93929776,2.924109921,-10.31194306,-14.69437601,0,42.37838324,-30.75239888,14,269,16,14,4,8,41,0,0,0,8,9,2,79,46,87,-4.21373072
1ulg,-1.242171076,-33.16750681,3.354429014,-4.385520655,-14.62231856,0,13.18213563,-17.58887505,9,128,0,0,3,1,0,0,0,0,8,12,0,0,136,1,-5.816329945
1upf,0.230759998,-17.01385489,0.245350213,-0.66237663,-6.2495502,-2.601636584,9.322531508,-19.62642907,4,127,3,0,0,2,12,0,1,0,19,0,0,9,0,107,-6.355134857
1ur9,6.719738668,-46.34152638,4.641311888,-2.76506103,-46.39041035,-0.165871199,59.3995093,-74.99505477,12,303,0,1,3,5,24,0,0,0,30,14,0,9,148,133,-7.971549592
1urg,4.046967436,-33.34348526,0.728658072,-2.792095116,-30.48557341,0,25.66468043,-36.4173484,12,204,0,0,4,3,0,0,0,0,16,12,0,24,23,169,-8.040627145
1usn,7.884082296,88.39880126,4.192984137,-0.879834431,-18.21928398,-5.975429398,-56.76372586,-37.40367011,8,187,0,24,1,2,3,1,1,0,28,5,0,24,76,68,-10.69320517
1utc,9.818895412,-114.1647179,4.99339429,-10.18932072,-58.0686771,-1.990462285,101.745942,-83.81735291,22,414,0,15,4,8,17,0,0,2,44,25,1,0,222,182,-6.286057304
1utj,2.538406304,-115.5313932,1.793553216,-1.489043641,-14.71811261,0,138.3510251,-15.42617275,6,110,0,2,3,0,46,0,0,0,11,2,1,0,11,57,-5.305156054
1utl,1.558494212,-150.1579105,1.105268199,-1.336241764,-19.15001803,-0.580840134,176.8948991,-23.73175675,4,121,0,6,3,0,40,0,0,0,11,4,1,0,13,66,-3.412431108
1utm,1.790868659,-144.8132292,0.717499518,-1.399038069,-17.71080709,-0.341780326,170.7243471,-20.90546379,6,113,0,5,3,0,34,0,0,0,7,3,1,0,12,68,-4.158468678
1utn,0.707064137,-69.157876,0.736453624,-1.466531795,-15.72243445,-0.538564267,94.62406606,-18.58227565,6,118,0,4,3,0,46,0,0,0,13,2,1,0,11,63,-4.821613185
1uto,1.36447169,-105.704019,0.520648545,-1.048451857,-18.91281907,-0.000289941,125.5695274,-23.82753861,5,134,0,7,1,0,40,0,0,0,13,3,1,0,16,76,-3.136120897
1uv6,5.007036757,-188.3078537,7.109549799,-0.827176597,-30.55716465,0,181.9765287,-29.19834935,0,145,0,17,1,0,10,4,0,0,27,4,0,0,58,60,-7.073541406
1uw6,4.370210142,-22.08441052,2.182203711,-0.229700638,-43.31281759,-0.004821229,52.02383845,-34.1622695,1,111,0,15,0,1,7,2,0,0,27,1,0,0,55,35,-10.14058475
1uwf,2.199223363,-47.23614274,1.388276551,-4.277631834,-25.55248562,0,19.54154538,-23.89397004,19,226,0,5,4,5,20,0,0,0,8,9,0,0,115,105,-9.422178201
1uxa,2.05420348,-63.07673224,1.382970821,-2.973571161,-17.71718375,0,59.4105279,-27.18231706,6,131,0,0,2,1,16,0,0,0,11,16,1,0,73,48,-3.177567428
1uxb,0.94908308,-31.52986566,0.473722331,-3.812887764,-16.34375769,0,27.29296716,-25.89395429,5,138,0,0,2,1,15,0,0,0,13,16,1,0,83,45,-2.97033477
1uz4,1.639864109,-54.99799748,2.878430081,-3.913941356,-17.03091296,0,30.10529894,-22.94245496,12,180,0,0,4,4,0,0,0,0,18,4,0,0,51,141,-4.69727359
1v0k,3.102175035,-25.48177838,-0.307817801,-3.81672406,-16.56419276,0,37.0748106,-25.84434635,10,173,0,0,2,3,0,1,0,0,7,7,2,0,59,124,-7.045910385
1v0l,0.488064863,-32.66055771,1.179103543,-3.136438792,-18.32803143,0,47.67937651,-26.87084805,8,158,0,0,2,3,0,3,0,0,7,6,2,0,50,116,-10.43071047
1v1j,5.91634143,-12.07168063,-0.265458391,-6.095804349,-21.27453923,0,2.782250697,-25.48860223,15,210,0,4,3,6,22,0,0,0,10,4,0,8,48,143,-6.659076089
1v2j,2.499911227,-201.995305,1.718088634,-6.800884967,-12.76404716,-0.23601969,200.4103223,-23.20035019,9,171,0,28,3,0,42,0,0,0,18,2,0,0,43,67,-4.490040931
1v2k,14.53948457,-73.33262888,-2.901337847,-0.03536768,-44.57252941,-2.577789747,130.1421998,-58.42661767,0,235,0,44,0,0,31,0,1,1,58,4,0,0,67,93,-8.551801035
1v2l,1.362818249,-236.6372495,0.834476503,-6.483406713,-12.26724453,-0.000232786,238.7078381,-23.57015175,6,156,0,9,3,0,55,0,0,0,13,2,0,0,34,64,-5.926854029
1v2n,4.813593683,-351.5770236,3.67724464,-8.407987306,-32.11001211,-3.533108015,348.4830858,-48.55437281,12,306,0,41,5,1,59,0,1,1,36,6,0,0,111,107,-8.151151229
1v2q,12.36526361,-298.6579828,3.051636338,-7.214456722,-23.93119016,-0.111245527,304.9830453,-42.07160455,10,214,0,10,4,2,77,0,0,0,19,11,0,0,30,107,-5.70580586
1v2r,12.73728592,-280.7679167,3.065661936,-8.116124642,-30.18545655,-1.981458449,283.3478062,-43.51263276,11,287,0,15,5,2,95,1,0,0,24,11,0,0,29,159,-4.904506248
1v2s,4.636911566,-236.649606,2.854871277,-7.438222462,-13.06202194,-0.009888863,239.3887026,-20.24236406,8,172,0,35,4,0,43,0,0,0,17,2,0,0,46,56,-5.761067903
1v2t,10.6579392,-302.9668956,2.990683004,-7.860917107,-24.39325392,-0.000315252,303.1485622,-38.45064301,9,235,0,11,5,1,85,0,0,0,18,11,0,0,28,120,-6.507105473
1v2u,4.144315551,-223.4435269,2.39817248,-7.570994421,-13.58740892,0,225.4807202,-19.50343007,8,176,0,10,3,0,69,0,0,0,21,2,0,0,28,77,-4.655827058
1v2w,12.23122823,-299.8364079,2.438772325,-7.895171386,-25.20868864,-0.240965761,301.9865061,-35.98665834,10,245,0,11,5,1,92,0,0,0,22,11,0,0,29,123,-5.540019734
1vj9,16.25685809,-268.756595,5.490362547,-8.677057797,-35.31891971,-0.399078747,283.8973245,-57.78880868,18,357,0,32,6,2,85,0,0,0,21,17,0,0,66,192,-10.43071047
1vja,15.87916541,-279.7992407,5.422300293,-9.396823348,-28.33141474,-0.578783631,281.6529848,-48.27496739,19,322,0,23,7,2,91,1,0,0,19,15,0,0,47,180,-10.63794313
1vjc,15.06762885,-2.572755855,5.972594457,-6.57537145,-15.14280147,-2.18E-009,28.6038298,-50.48413858,12,290,10,25,3,2,27,0,0,0,18,11,4,50,43,147,-4.94595278
1vjd,16.21771589,-105.0190839,9.451266764,-13.7260413,-14.20070378,0,118.6190613,-61.53348102,22,370,13,38,2,6,36,0,0,0,13,11,4,79,72,154,-4.890690738
1vkj,11.32575618,-306.3876397,10.64658681,-20.26148582,-12.43647766,-1.617911426,317.0625455,-46.34972803,22,450,22,13,1,12,44,0,2,0,21,8,5,116,92,185,-6.700522621
1vwl,20.43321336,-58.89770184,1.596646789,-4.089797574,-42.44833049,-0.592345778,41.60173996,-62.33740397,11,326,0,7,3,4,18,0,0,1,33,13,0,0,255,57,-7.778132444
1vwn,10.59772021,-41.19446005,1.142310684,-5.295969175,-45.65051931,-1.259398783,25.65153165,-64.55227059,10,333,0,4,1,8,3,0,1,1,50,10,0,0,256,80,-8.040627145
1vyf,8.808771347,-63.84700207,0.82422991,-5.354358746,-57.26542464,0,58.03958894,-45.61927709,7,183,2,0,0,7,1,0,0,0,23,15,2,42,106,39,-11.121486
1vyg,20.56216186,-64.08883588,0.71661134,-5.168187338,-63.09534141,0,55.27532178,-45.93275419,5,242,5,1,0,5,0,0,0,0,37,14,2,42,151,48,-11.05240845
1w3j,2.626461348,-30.20209663,1.366879175,-3.996611527,-16.37922029,0,33.24447677,-22.09025657,9,155,0,0,4,3,0,2,0,0,8,8,2,0,58,106,-8.731402673
1w3l,12.13922198,-51.40685792,2.871781981,-6.988732839,-28.32846297,0,48.77905417,-37.35446673,22,271,0,0,6,6,22,2,0,0,20,20,2,0,116,155,-8.67614063
1w4o,5.31825353,-117.4128128,1.377599757,-14.53339323,-7.658307641,-0.0000154,97.8268442,-32.64915212,13,223,0,29,2,7,4,0,0,0,9,6,4,49,124,30,-7.211696511
1w4p,2.619255121,-114.6793326,1.654930298,-14.94005938,-8.283153225,-0.119257057,90.01580436,-27.12272793,13,197,0,25,1,9,0,0,0,0,3,5,4,55,104,26,-6.548552005
1w4q,4.042932315,-117.196612,3.197184909,-13.4529753,-8.284402239,-0.098951367,85.97657488,-29.80607563,14,213,0,35,1,11,0,0,0,0,7,5,4,54,110,28,-7.266958554
1w5v,15.60974098,-22.57069799,0.186475416,-4.615425307,-76.95378186,-1.061274978,54.01122429,-99.0981605,11,481,0,17,5,3,57,0,0,0,49,17,0,0,139,279,-11.2596411
1w5w,12.85033301,-25.21705744,0.61284598,-3.815416174,-78.76444096,-1.519930689,53.62401195,-99.62350407,13,503,0,15,5,3,54,0,0,0,46,17,0,0,138,309,-12.15764929
1w5x,12.73945347,-20.22912851,0.958270301,-3.807372725,-77.98846797,-1.562283723,50.58714509,-100.1533401,13,499,0,18,5,3,62,0,0,0,45,17,0,0,139,293,-11.60502887
1w5y,17.92094787,-27.22571133,3.806007599,-4.552251673,-77.92730976,-0.009382463,52.28152958,-98.60963508,12,489,0,16,7,3,58,0,0,0,46,17,0,0,135,292,-11.71555295
1w8l,0.633679235,-4.276145545,0.426690883,-0.223894735,-24.84341355,0,6.297291622,-23.24253519,1,77,0,2,0,1,5,0,0,0,12,0,0,0,57,14,-0.676960017
1w8m,0.703091857,-13.06789582,1.02687598,-0.843893781,-15.48052073,0,8.167550459,-24.68499961,4,90,0,2,0,2,8,0,0,0,12,3,0,0,70,14,-2.210481689
1wcq,10.52553655,-11.26630199,0.618203832,-17.50819612,-24.41049561,0,6.778998642,-36.66482048,15,257,0,0,3,6,0,1,0,0,14,11,5,0,195,77,-8.648509609
1wdn,3.627035874,-28.93923221,4.620850477,-5.694877857,-12.37325694,-2.10263932,0.013480472,-20.88143109,15,234,5,18,5,5,11,0,0,0,16,5,0,29,141,45,-8.703771652
1we2,2.113051694,-164.34493,-1.078274007,-7.300071476,-21.27576611,0,160.9083653,-21.93410175,6,160,0,0,0,4,22,0,0,0,6,4,2,84,0,60,-6.023562603
1wht,2.092567081,273.2768402,1.75828654,-6.426960712,-21.4897567,-2.126451464,-218.3499638,-29.04778633,9,153,4,3,0,8,16,0,2,0,24,5,2,18,22,99,-5.111738906
1wm1,2.240408164,-16.79876361,2.365962266,-0.63873335,-27.69271616,-1.229552091,25.84882903,-39.2716363,3,147,1,0,1,2,17,0,0,0,14,3,2,72,0,60,-8.703771652
1ws4,0.896224396,-28.79021132,1.599352496,-2.370927707,-18.54642875,0,13.66498149,-20.56014144,8,137,0,16,2,1,13,0,0,0,15,6,0,0,65,51,-4.144653167
1ws5,1.310622197,-30.85280158,1.790992694,-2.524711253,-18.6398323,0,15.38368286,-20.76672814,7,154,0,18,3,2,16,0,0,0,18,6,0,0,75,52,-4.186099699
1wvj,3.846586582,-48.08054469,2.031379553,-4.573303309,-35.17852536,-0.000000992,27.36223626,-37.74727225,17,280,6,30,2,7,3,1,0,0,24,4,2,79,123,56,-9.297838606
1x38,5.678373163,-13.46228171,-0.671820116,-4.285857109,-32.82188371,-5.879620443,54.35047582,-39.89017728,15,226,0,0,2,4,8,0,1,1,22,6,0,13,84,136,-12.11620276
1x39,8.6156385,-19.27694905,1.339623665,-5.816434364,-36.08959014,-1.193758137,58.9279976,-44.32110659,13,257,0,2,4,4,7,0,1,1,25,8,1,15,137,109,-12.73790073
1x8d,0.182507562,-31.59360289,1.603304955,-1.18946697,-19.93102048,0,14.734167,-21.26336592,7,143,0,0,1,4,0,0,0,0,2,4,0,104,44,2,-3.053227833
1x8j,0.595144355,-12.03305844,0.348585359,-0.015315608,-60.88681479,0,30.35658461,-44.99699779,0,126,1,0,0,0,4,0,0,0,12,1,0,51,12,58,-9.615595348
1x8r,10.49098445,-398.9292041,5.702153121,-40.74699718,-13.55615993,0,374.0363018,-19.59363186,33,408,21,0,0,23,7,0,0,0,10,8,11,237,0,176,-8.455092462
1x8t,10.21097127,-396.8131084,10.61363094,-37.02941011,-15.84218179,0,365.9657455,-29.73104613,28,398,18,0,0,21,6,0,0,0,15,8,9,339,0,63,-10.77609824
1xbo,8.14845199,-86.45866907,4.374162085,-9.174667048,-37.14041178,-0.671296123,81.04856034,-54.48466286,13,335,7,1,1,9,14,0,0,0,31,11,1,138,15,173,-8.344568377
1xd0,25.86372989,-51.2674709,11.74831737,-7.522616136,-57.67073331,0,76.79798549,-73.49082107,19,383,0,0,7,4,25,0,0,0,17,28,2,33,67,277,-9.836643517
1xgi,4.929319731,-25.35952056,3.785294534,-3.451582353,-15.47849352,-0.622031239,16.3270147,-35.67670693,9,192,6,40,0,5,5,0,0,2,13,5,0,54,31,65,-6.700522621
1xhy,4.384759648,-109.8473783,3.264870744,-11.89984124,-26.01585418,0,115.1598963,-30.94964002,14,184,10,12,0,9,7,0,0,0,23,4,3,63,59,47,-8.537985525
1xk5,12.62898832,-56.75974831,3.996770371,-6.766048063,-16.44809217,-10.03268863,47.42698383,-59.44239106,13,319,0,41,2,7,5,1,3,0,21,18,2,0,211,75,-8.289306335
1xk9,5.450299608,-14.60610589,4.537964455,-0.468343275,-28.16526445,-6.788492203,12.32162016,-38.55436272,3,177,0,26,1,2,1,0,3,0,41,3,0,0,73,80,-9.463624732
1xka,4.558167854,-164.694502,2.68951797,-8.141983999,-36.88621834,-0.882543917,178.4334795,-52.80847549,9,261,0,7,3,2,74,1,0,0,38,10,1,20,23,146,-9.505071264
1xpz,3.312050954,-8.773978995,-0.447594266,-1.926849347,-13.47188232,-1.251862797,2.090037897,-35.98643005,7,205,0,1,2,1,19,1,0,1,17,7,1,18,66,108,-9.781381475
1xq0,3.584545974,-5.062971032,3.287251265,-1.920994457,-19.16477916,-3.602231181,6.128229726,-39.09683341,6,198,0,0,2,1,11,1,1,0,12,7,0,15,94,84,-8.759033694
1y0l,5.492851092,-6.919503824,3.289679924,-2.651305423,-37.82553584,-9.441185576,9.202519312,-39.1584718,5,210,0,1,0,3,2,0,5,0,45,6,1,0,177,35,-12.4339595
1y20,0.570630506,-34.56263102,0.39966401,-4.306042231,-15.04558386,0,14.11933372,-11.83338447,11,170,3,20,3,5,2,1,0,0,19,2,2,42,78,36,-7.349851617
1y2f,2.821131897,-49.51668062,-3.261198326,-0.738627123,-25.96563739,-4.112494401,49.19546281,-27.51453387,5,173,0,0,1,0,2,0,2,0,35,7,2,0,119,57,-6.797231195
1y2g,2.178617632,-6.474044708,1.078646264,0,-21.73458904,-5.55417222,11.89473884,-28.74345036,0,130,0,0,0,0,2,0,2,0,24,3,0,0,120,8,-5.636728308
1y3n,4.896788114,-29.37896412,1.959021262,-9.46327871,-22.11339763,0,39.78511462,-42.27554865,20,288,6,0,3,6,0,0,0,0,16,9,2,127,143,32,-7.66760836
1y3p,14.68828941,-38.22398024,6.9028848,-18.54363771,-32.53662195,0,58.44222232,-69.27513751,35,484,9,2,4,14,2,0,0,0,20,19,5,175,141,190,-6.659076089
